StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q43,Q44_1,Q52_1,Q45,Q46_1,Q50,Q53,Q47,Q48
9/8/22 12:39,9/8/22 12:43,IP Address,128.187.116.17,100,236,TRUE,9/8/22 12:43,R_1rqPpAPMB3mwOX6,,,,,40.2584,-111.6591,anonymous,EN,"Bagels,Kolaches",2,3,10 minutes,Would choose sweets when available,chocolate croissant in Germany,n/a,Female,18-25
9/8/22 12:40,9/8/22 12:43,IP Address,128.187.116.20,100,160,TRUE,9/8/22 12:43,R_qCPE2U1P1RD9ZSN,,,,,40.2584,-111.6591,anonymous,EN,Kolaches,0,0,10 minutes ,"Prefer fruits, vegetables or nuts",If kolaches count as sweets then those are very good and fulfilling.,None,Male,18-25
9/8/22 12:40,9/8/22 12:43,IP Address,128.187.116.31,100,187,TRUE,9/8/22 12:43,R_1CvjmS9P1nY5mQq,,,,,40.2584,-111.6591,anonymous,EN,Bagels,0,,10 minutes,Would choose sweets when available,It was a flakey cream pastry and it was sweet but not too rich and I loved the flakey crunch,none,Male,18-25
9/8/22 12:42,9/8/22 12:44,IP Address,128.187.116.29,100,123,TRUE,9/8/22 12:44,R_2QxFAhOLNtI71x1,,,,,40.2584,-111.6591,anonymous,EN,Other,0,0,10 minutes,Take it or leave it,"ice cream sandwich, it was sweet while also refreshing",N?A,Male,18-25
9/8/22 12:41,9/8/22 12:44,IP Address,128.187.116.12,100,145,TRUE,9/8/22 12:44,R_23W4QJIhicDi4Nz,,,,,40.2584,-111.6591,anonymous,EN,Donuts,0,10,40 minutes,Avoid sweets at all costs,"The lava cake at a nice restraunt, because the warm chocolate mixed with ice cream is amazing.",None,Male,18-25
9/8/22 12:39,9/8/22 12:44,IP Address,128.187.116.0,100,292,TRUE,9/8/22 12:44,R_2U57T0FSYusWfVD,,,,,40.2584,-111.6591,anonymous,EN,"Cinnamon Rolls,Cookies",0.04,0,15 mins,Take it or leave it,cookies because they don't make me feel sick,none,Male,18-25
9/8/22 12:39,9/8/22 12:44,IP Address,128.187.116.21,100,314,TRUE,9/8/22 12:44,R_2tsCs5IINVSTOVQ,,,,,40.2584,-111.6591,anonymous,EN,"Cinnamon Rolls,Bagels,Kolaches",1,2,5 minutes,"Prefer fruits, vegetables or nuts",Fresh cinnamon roll from my grandma,No food restrictions,Male,18-25
9/8/22 12:39,9/8/22 12:44,IP Address,128.187.116.22,100,310,TRUE,9/8/22 12:44,R_3P4WMDpXTWjJ1gf,,,,,40.2584,-111.6591,anonymous,EN,Donuts,0.51,2,10 min,Would choose sweets when available,"Chocolate coconut bars, they are amazing  ",N/A,Male,18-25
9/8/22 12:39,9/8/22 12:44,IP Address,128.187.116.12,100,279,TRUE,9/8/22 12:44,R_2pSrr90RBeCpm3q,,,,,40.2584,-111.6591,anonymous,EN,"Cupcakes,Donuts,Kolaches",0.99,2,15-20mins,Take it or leave it,"cheesecake, tastes the best IMO",none,Male,18-25
9/8/22 12:41,9/8/22 12:44,IP Address,128.187.116.2,100,164,TRUE,9/8/22 12:44,R_2ZPnWLWznlgHiJR,,,,,40.2584,-111.6591,anonymous,EN,"Donuts,Cinnamon Rolls,Bagels,Kolaches",0,1,1mile,Take it or leave it,"Hot, warm cinnamon rolls in the morning.",No,Male,18-25
9/8/22 12:42,9/8/22 12:44,IP Address,128.187.116.16,100,141,TRUE,9/8/22 12:44,R_3nMZI5lSI5oCbzI,,,,,40.2584,-111.6591,anonymous,EN,Cinnamon Rolls,0.79,4,1 mile,Would choose sweets when available,Black thunder ice cream because it takes the pain away. ,none,Male,18-25
9/8/22 12:39,9/8/22 12:44,IP Address,128.187.116.21,100,338,TRUE,9/8/22 12:44,R_AokFyzpeZc95OeJ,,,,,40.2584,-111.6591,anonymous,EN,"Cupcakes,Donuts,Cookies",3,2,12,Life or death,I don't know if I can choose one. Anything my mom bakes is wonderful. ,N/A,Male,18-25
9/8/22 12:39,9/8/22 12:45,IP Address,128.187.116.25,100,352,TRUE,9/8/22 12:45,R_2wnomdaNwYAgXKl,,,,,40.2584,-111.6591,anonymous,EN,Donuts,1,1,2 min,"Prefer fruits, vegetables or nuts","It is called a gezibing. It is a chinese desert that has a waffle, condensed milk, peanut butter, and sugar in it. ",No food restrictions,Male,18-25
9/8/22 12:42,9/8/22 12:45,IP Address,128.187.116.17,100,139,TRUE,9/8/22 12:45,R_b8XkaysPFQnCShb,,,,,40.2584,-111.6591,anonymous,EN,"Cupcakes,Donuts,Cookies",1,1,2 miles,Would choose sweets when available,Chocolate lava cake pie from Dhalia's,N/A,Male,18-25
9/8/22 12:37,9/8/22 12:45,IP Address,128.187.116.21,100,461,TRUE,9/8/22 12:45,R_1NyJNuPogoIOP9u,,,,,40.2584,-111.6591,anonymous,EN,Bagels,0.51,4,.5 mile,Would choose sweets when available,"Ice cream. It tastes good, fun to eat, and is refreshing!",nope:),Female,18-25
9/8/22 12:44,9/8/22 12:45,IP Address,128.187.116.4,100,70,TRUE,9/8/22 12:45,R_VPDU6TrqOxvdayR,,,,,40.2584,-111.6591,anonymous,EN,Donuts,8.04,5,10 minutes,"Prefer fruits, vegetables or nuts",my luma bars my dad makes,na,Male,18-25
9/8/22 12:39,9/8/22 12:45,IP Address,128.187.116.5,100,379,TRUE,9/8/22 12:45,R_1gc4moVrceibbhY,,,,,40.2584,-111.6591,anonymous,EN,"Cupcakes,Donuts,Cinnamon Rolls,Bagels,Cookies,Kolaches",0.87,1,5 minutes,Take it or leave it,gas station candy,na,Male,18-25
9/8/22 12:41,9/8/22 12:45,IP Address,128.187.116.18,100,242,TRUE,9/8/22 12:45,R_2q2cPnUtQGGaAOk,,,,,40.2584,-111.6591,anonymous,EN,"Cookies,Kolaches",1,2,13 min walk,Would choose sweets when available,A good shake after exercising.,none,Male,18-25
9/8/22 12:41,9/8/22 12:45,IP Address,128.187.116.10,100,267,TRUE,9/8/22 12:45,R_20Tnhpu5f0EWEzc,,,,,40.2584,-111.6591,anonymous,EN,Donuts,1,2,2 miles ,Would choose sweets when available,a warm brownie with ice cream on top,none ,Male,18-25
9/8/22 12:43,9/8/22 12:45,IP Address,128.187.116.27,100,142,TRUE,9/8/22 12:45,R_1guxFODkYFYscmB,,,,,40.2584,-111.6591,anonymous,EN,"Cupcakes,Cinnamon Rolls,Cookies,Kolaches",0.99,1,5 minutes ,"Prefer fruits, vegetables or nuts",m & m cookies ,nut free,Male,18-25
9/8/22 12:39,9/8/22 12:45,IP Address,128.187.116.10,100,397,TRUE,9/8/22 12:45,R_308zuG0uVKDk1TC,,,,,40.2584,-111.6591,anonymous,EN,"Bagels,Kolaches",0,1,10 minutes,Take it or leave it,Cookies and cream paleta and horchata,"No restrictions. I don't like cluten free, dairy free, nut free, lectin free, or any combo of those things. ",Male,Mind your own business
9/8/22 12:41,9/8/22 12:45,IP Address,128.187.116.18,100,280,TRUE,9/8/22 12:45,R_rqgJI9FdZdXRlkJ,,,,,40.2584,-111.6591,anonymous,EN,Bagels,5.08,2,10 minutes,Life or death,German Chocolate Cake. Best flavor ,none,Female,18-25
9/8/22 12:42,9/8/22 12:45,IP Address,128.187.116.21,100,184,TRUE,9/8/22 12:45,R_ctHVS8p7WTsDFSx,,,,,40.2584,-111.6591,anonymous,EN,Kolaches,0,,8 min drive,Avoid sweets at all costs,"cheesecake. Not too sweet, but hits the spot.",,Male,18-25
9/8/22 12:40,9/8/22 12:45,IP Address,128.187.116.13,100,330,TRUE,9/8/22 12:45,R_1QFQk7n90L0QFJ0,,,,,40.2584,-111.6591,anonymous,EN,"Donuts,Cinnamon Rolls,Kolaches",0.1,1,30 minutes,Would choose sweets when available,Toffee,none,Male,18-25
9/8/22 12:39,9/8/22 12:46,IP Address,128.187.116.7,100,410,TRUE,9/8/22 12:46,R_pJH9ZjnrAJSmYcp,,,,,40.2584,-111.6591,anonymous,EN,Cinnamon Rolls,1,3,30 minutes walking,"Prefer fruits, vegetables or nuts",Cinnamon rolls. They are very filling and have a variety of flavor. They remind me of breakfast with the family. ,none,Male,18-25
9/8/22 12:39,9/8/22 12:46,IP Address,128.187.116.16,100,396,TRUE,9/8/22 12:46,R_3mf0cu5ZvtDRVjw,,,,,40.2584,-111.6591,anonymous,EN,"Cupcakes,Donuts,Cinnamon Rolls,Cookies",2.49,3,30 min,Would choose sweets when available,Krispy Kreme Donuts,,Male,18-25
9/8/22 12:39,9/8/22 12:46,IP Address,128.187.116.10,100,418,TRUE,9/8/22 12:46,R_3esKvpCuZEaedC4,,,,,40.2584,-111.6591,anonymous,EN,"Cupcakes,Donuts,Cinnamon Rolls,Bagels,Cookies,Kolaches,Other",1,2,30 minutes,Would choose sweets when available,Fresh donuts. no reason needed,none,Male,18-25
9/8/22 12:43,9/8/22 12:46,IP Address,128.187.116.26,100,162,TRUE,9/8/22 12:46,R_2BfXlWSpLlWzlKQ,,,,,40.2584,-111.6591,anonymous,EN,Kolaches,1,2,1mile,"Prefer fruits, vegetables or nuts",Rich chocolate mousse,none,Male,18-25
9/8/22 12:40,9/8/22 12:46,IP Address,128.187.116.31,100,357,TRUE,9/8/22 12:46,R_1r8RY7fc2gf5v7Z,,,,,40.2584,-111.6591,anonymous,EN,Cupcakes,1.35,4,1 mile,Life or death,strawberry belt,none,Male,18-25
9/8/22 12:42,9/8/22 12:46,IP Address,128.187.116.23,100,220,TRUE,9/8/22 12:46,R_33BxoNMvQAYRGFC,,,,,40.2584,-111.6591,anonymous,EN,Bagels,0,0,15 minutes,Avoid sweets at all costs,'Honey Mamas' Chocolate because it has no added sugar and is dairy and gluten free, I would prefer pastries that are dairy and gluten free. I generally try to avoid these foods,Male,18-25
9/8/22 12:43,9/8/22 12:46,IP Address,128.187.116.1,100,194,TRUE,9/8/22 12:46,R_1CC8MsY1RSkspCe,,,,,40.2584,-111.6591,anonymous,EN,Bagels,0.83,1,10 mins,"Prefer fruits, vegetables or nuts",Cinnamon roll,Dairy,Male,26-30
9/8/22 12:39,9/8/22 12:46,IP Address,128.187.116.27,100,416,TRUE,9/8/22 12:46,R_XCgbMGFMrhQUR2h,,,,,40.2584,-111.6591,anonymous,EN,"Cupcakes,Donuts,Cinnamon Rolls,Bagels,Kolaches,Other",1,2,20 minute walk,Take it or leave it,Peaches and Cream,NA,Female,18-25
9/8/22 12:40,9/8/22 12:46,IP Address,128.187.116.26,100,342,TRUE,9/8/22 12:46,R_2X6hzEKPL0Iu97M,,,,,40.2584,-111.6591,anonymous,EN,"Donuts,Cinnamon Rolls,Bagels,Cookies,Kolaches",1.35,2,10 minutes,Would choose sweets when available,The best sweet I have ever tasted is a home made cinnamon roll fresh from the oven. Or a fruit pizza.,none,Male,18-25
9/8/22 12:43,9/8/22 12:46,IP Address,128.187.116.22,100,186,TRUE,9/8/22 12:46,R_2YcaMSioY5OYZQR,,,,,40.2584,-111.6591,anonymous,EN,Cupcakes,0.75,2,20 min walk,"Prefer fruits, vegetables or nuts",Fruit smoothie,none,Male,18-25
9/8/22 12:42,9/8/22 12:46,IP Address,128.187.116.1,100,289,TRUE,9/8/22 12:47,R_3QDWCps6krEw4pi,,,,,40.2584,-111.6591,anonymous,EN,"Bagels,Kolaches",0.49,2,25 min,Take it or leave it,"A passionfruit cheesecake slice with my wife, because it's a fun moment we get to share together and seeing her smile makes me smile.",N/A,Male,26-30
9/8/22 12:45,9/8/22 12:47,IP Address,128.187.116.20,100,117,TRUE,9/8/22 12:47,R_1EY98mU6fCH0tTb,,,,,40.2584,-111.6591,anonymous,EN,Other,0.17,0,15 miles,Life or death,"Gas station sweets, They are not the very best but they are consistently good",no restrictions,Male,18-25
9/8/22 12:40,9/8/22 12:47,IP Address,128.187.116.12,100,393,TRUE,9/8/22 12:47,R_0U0g34aYgfkinm1,,,,,40.2584,-111.6591,anonymous,EN,"Cupcakes,Donuts,Cinnamon Rolls,Bagels,Cookies",2.96,2,10 minutes,Life or death,Pie or cake,none,Female,18-25
9/8/22 12:45,9/8/22 12:47,IP Address,128.187.116.23,100,128,TRUE,9/8/22 12:47,R_2aqrXkljDdEOLXd,,,,,40.2584,-111.6591,anonymous,EN,"Donuts,Cinnamon Rolls,Cookies",1.97,1,15,Would choose sweets when available,I love texas sheet cake ,no,Male,18-25
9/8/22 12:39,9/8/22 12:47,IP Address,128.187.116.30,100,498,TRUE,9/8/22 12:47,R_1nW83WHiAEmBX7v,,,,,40.2584,-111.6591,anonymous,EN,"Donuts,Bagels,Cookies,Kolaches",1,1,15 minute walk ,"Prefer fruits, vegetables or nuts",A warm slice of chocolate chip pumpkin bread. ,none.,Female,18-25
9/8/22 12:43,9/8/22 12:47,IP Address,128.187.116.6,100,233,TRUE,9/8/22 12:47,R_3scnFYSSbOW9ji1,,,,,40.2584,-111.6591,anonymous,EN,"Cupcakes,Kolaches",1.38,2,about a mile,Would choose sweets when available,87% dark chocolate gelato,no. ,Female,18-25
9/8/22 12:39,9/8/22 12:47,IP Address,128.187.116.31,100,493,TRUE,9/8/22 12:47,R_6s53fzPgoNrJmRH,,,,,40.2584,-111.6591,anonymous,EN,"Cinnamon Rolls,Bagels,Cookies,Kolaches",1.51,1,8 minute drive,Would choose sweets when available,A big (salted) cookie with ice cream. Because I love both cookies and ice cream and I love salty and sweet together.,I do not have any food restrictions,Female,18-25
9/8/22 12:44,9/8/22 12:48,IP Address,128.187.116.31,100,240,TRUE,9/8/22 12:48,R_wRHtTsLFDbTHppn,,,,,40.2584,-111.6591,anonymous,EN,"Donuts,Kolaches",0.75,1,10 min,Take it or leave it,chocolate cheese cake or a reeses fastbreak or a dessert kolache ,,Male,18-25
9/8/22 12:39,9/8/22 12:49,IP Address,128.187.116.22,100,575,TRUE,9/8/22 12:49,R_cGYtA08fvSTHLln,,,,,40.2584,-111.6591,anonymous,EN,"Cupcakes,Cinnamon Rolls,Bagels,Cookies,Kolaches",1,2,25 Minutes,Would choose sweets when available,"Brownies and Ice Cream
",N/A,Male,18-25
9/8/22 12:42,9/8/22 12:50,IP Address,128.187.116.7,100,493,TRUE,9/8/22 12:50,R_eWcXrR1kPltYhBT,,,,,40.2584,-111.6591,anonymous,EN,"Cupcakes,Donuts,Cinnamon Rolls,Bagels,Cookies,Kolaches",2,3,10 minutes,Would choose sweets when available,"Italian gelato, because there are so many flavors available, it's refreshing without being too heavy, and I can eat a lot or a little and still be satisfied.",None,Female,18-25
9/8/22 12:41,9/8/22 12:51,IP Address,128.187.116.25,100,599,TRUE,9/8/22 12:51,R_1JWxxA9PUboRCVb,,,,,40.2584,-111.6591,anonymous,EN,"Donuts,Cinnamon Rolls,Bagels,Cookies,Kolaches",0.49,1,15 min walk,"Prefer fruits, vegetables or nuts",Those sour air head balls. Super sour then it's gone. I like the taste and not having a whole lot of it.,NA,Male,18-25
9/8/22 12:44,9/8/22 12:52,IP Address,128.187.116.29,100,456,TRUE,9/8/22 12:52,R_3IW9ElFU0gQdKrl,,,,,40.2584,-111.6591,anonymous,EN,Kolaches,2.23,4,10 min,Would choose sweets when available,"churros in a long bag, relatively easy to eat compared to donuts (geometry fits in my mouth better).",None,Male,18-25